event,H3K9ac,LD,Total H3,gate,treatment
1322,2.8092,0.32687,0.97546,H3Kac,SAHA 05 um
1325,3.1683,0.25239,1.0977,H3 Total,SAHA 05 um
1327,2.3659,0.2535,2.6067,H3 Total,SAHA 05 um
1328,3.1044,0.54976,1.9355,H3 Total,SAHA 05 um
1329,2.0954,1.9798,1.4945,H3 Total,SAHA 05 um
1330,3.9133,0.75509,2.3519,H3 Total,SAHA 05 um
1331,1.3252,0.26673,1.2633,H3 Total,SAHA 05 um
1332,1.3281,0.30705,1.6811,H3 Total,SAHA 05 um
1334,3.4167,0.46731,1.1837,H3 Total,SAHA 05 um
1336,2.8739,1.0602,1.05,H3 Total,SAHA 05 um
1338,3.0177,0.26673,1.2345,H3 Total,SAHA 05 um
1340,1.7849,1.4504,1.2624,H3 Total,SAHA 05 um
1342,1.9981,0.27291,1.2932,H3 Total,SAHA 05 um
1343,1.9536,0.31527,1.4044,H3 Total,SAHA 05 um
1344,2.1939,0.39091,3.0476,H3 Total,SAHA 05 um
1345,2.7721,0.27194,1.3082,H3 Total,SAHA 05 um
1346,2.097,0.22549,0.97673,H3Kac,SAHA 05 um
1347,2.8335,0.96756,0.87422,H3Kac,SAHA 05 um
1348,2.4145,0.20744,2.8353,H3 Total,SAHA 05 um
1349,2.7711,0.26915,2.4127,H3 Total,SAHA 05 um
1352,2.0723,0.56261,1.1967,H3 Total,SAHA 05 um
1353,3.1785,0.34307,1.9048,H3 Total,SAHA 05 um
1355,2.5853,0.29663,1.117,H3 Total,SAHA 05 um
1356,1.7029,0.53481,3.1199,H3 Total,SAHA 05 um
1358,1.5472,0.30434,0.71187,H3Kac,SAHA 05 um
1359,3.1862,0.6049,1.7808,H3 Total,SAHA 05 um
1360,3.1467,1.8394,1.9693,H3 Total,SAHA 05 um
1361,1.5901,0.21442,0.74696,H3Kac,SAHA 05 um
1362,2.5147,0.43012,1.4934,H3 Total,SAHA 05 um
1363,1.726,0.73686,1.117,H3 Total,SAHA 05 um
1365,2.6825,0.96504,0.80432,H3Kac,SAHA 05 um
1367,2.6215,0.3441,1.542,H3 Total,SAHA 05 um
1368,1.9809,0.21636,1.732,H3 Total,SAHA 05 um
1373,0.071093,1.2128,1.4924,H3 Total,SAHA 05 um
1374,0.57472,0.44675,1.8463,H3 Total,SAHA 05 um
1375,0.02247,1.8713,1.2748,H3 Total,SAHA 05 um
1378,2.3944,0.2972,1.3981,H3 Total,SAHA 05 um
1379,3.2085,0.27801,0.91819,H3Kac,SAHA 05 um
1382,1.416,0.19808,0.84856,H3Kac,SAHA 05 um
1383,3.0104,0.17052,0.91179,H3Kac,SAHA 05 um
1385,3.3167,0.30306,2.7123,H3 Total,SAHA 05 um
1387,2.5801,0.13179,3.4038,H3 Total,SAHA 05 um
1391,2.0611,0.33174,2.3207,H3 Total,SAHA 05 um
1393,2.8059,0.62561,2.9146,H3 Total,SAHA 05 um
1394,2.0925,0.57555,2.4302,H3 Total,SAHA 05 um
1396,3.8629,1.9259,0.72224,H3Kac,SAHA 05 um
1398,2.1621,0.24818,1.9896,H3 Total,SAHA 05 um
1400,2.4678,0.77026,1.7928,H3 Total,SAHA 05 um
1401,2.795,0.29173,2.3535,H3 Total,SAHA 05 um
1405,3.1551,0.59127,2.6191,H3 Total,SAHA 05 um
1406,2.2929,0.22233,1.5648,H3 Total,SAHA 05 um
1408,2.3042,0.23698,1.1108,H3 Total,SAHA 05 um
1412,1.0257,0.68608,0.14142,H3Kac,SAHA 05 um
1413,2.6586,0.4283,0.31462,H3Kac,SAHA 05 um
1414,2.2192,0.21883,1.1911,H3 Total,SAHA 05 um
1419,1.6285,0.41792,1.1374,H3 Total,SAHA 05 um
1421,1.4043,0.27649,2.1875,H3 Total,SAHA 05 um
1422,2.0923,0.2378,1.7866,H3 Total,SAHA 05 um
1423,1.4395,1.9811,1.0442,H3 Total,SAHA 05 um
1425,2.2956,0.98361,2.6289,H3 Total,SAHA 05 um
1426,1.8042,0.18113,1.2533,H3 Total,SAHA 05 um
1428,3.2814,0.21711,1.397,H3 Total,SAHA 05 um
1429,1.6078,0.24237,1.0256,H3 Total,SAHA 05 um
1431,3.9132,0.90824,3.1402,H3 Total,SAHA 05 um
1433,1.6658,1.4395,0.71756,H3Kac,SAHA 05 um
1434,2.2539,0.27858,1.6437,H3 Total,SAHA 05 um
1435,2.527,0.36796,2.6248,H3 Total,SAHA 05 um
1436,2.3048,0.44817,2.209,H3 Total,SAHA 05 um
1437,1.7828,0.3753,2.7534,H3 Total,SAHA 05 um
1439,1.7997,0.16427,0.92217,H3Kac,SAHA 05 um
1440,3.2124,0.36309,2.4702,H3 Total,SAHA 05 um
1441,2.769,0.25073,1.3392,H3 Total,SAHA 05 um
1442,1.8443,0.60331,1.8754,H3 Total,SAHA 05 um
1443,2.9771,1.3986,2.4026,H3 Total,SAHA 05 um
1447,2.6501,1.1114,1.5476,H3 Total,SAHA 05 um
1448,2.6223,0.24815,1.8371,H3 Total,SAHA 05 um
1452,3.0871,0.15013,1.139,H3 Total,SAHA 05 um
1454,2.652,0.49921,1.6459,H3 Total,SAHA 05 um
1457,0.021098,0.35024,1.7742,H3 Total,SAHA 05 um
1460,1.6144,0.282,1.5071,H3 Total,SAHA 05 um
1461,1.7557,0.40321,1.1488,H3 Total,SAHA 05 um
1463,2.4716,0.30496,1.1526,H3 Total,SAHA 05 um
1464,2.243,0.76862,1.5368,H3 Total,SAHA 05 um
1465,2.5545,0.37124,2.3319,H3 Total,SAHA 05 um
1466,2.2146,0.22875,1.2584,H3 Total,SAHA 05 um
1467,1.8409,0.65353,1.7877,H3 Total,SAHA 05 um
1469,2.6437,0.24294,1.9184,H3 Total,SAHA 05 um
1470,2.5625,0.36505,2.9631,H3 Total,SAHA 05 um
1472,0.48,0.32277,1.1196,H3 Total,SAHA 05 um
1473,2.6758,0.27584,2.9466,H3 Total,SAHA 05 um
1474,2.7363,0.29193,1.3714,H3 Total,SAHA 05 um
1475,2.4643,0.38846,2.2586,H3 Total,SAHA 05 um
1477,2.7393,0.30359,1.1005,H3 Total,SAHA 05 um
1478,2.4151,0.58201,1.5656,H3 Total,SAHA 05 um
1480,2.5107,0.43822,1.5732,H3 Total,SAHA 05 um
1482,2.7816,0.70271,1.4513,H3 Total,SAHA 05 um
1483,1.384,0.30434,1.0159,H3 Total,SAHA 05 um
1484,2.861,0.41858,1.1314,H3 Total,SAHA 05 um
1485,1.3128,1.4546,0.23374,H3Kac,SAHA 05 um
1490,1.6994,0.73237,2.1582,H3 Total,SAHA 05 um
1492,1.9184,1.2523,1.2289,H3 Total,SAHA 05 um
1493,2.2183,0.24094,1.0532,H3 Total,SAHA 05 um
1494,0.64871,0.29842,1.0743,H3 Total,SAHA 05 um
1496,2.3206,1.9683,1.6266,H3 Total,SAHA 05 um
1500,1.5114,0.27923,1.7879,H3 Total,SAHA 05 um
1501,0.6747,0.25602,0.76057,H3Kac,SAHA 05 um
1502,1.7707,0.32085,3.7334,H3 Total,SAHA 05 um
1503,0.045759,1.6091,1.2321,H3 Total,SAHA 05 um
1507,0.49076,1.1904,2.2399,H3 Total,SAHA 05 um
1509,1.6342,0.28994,0.49682,H3Kac,SAHA 05 um
1510,2.7076,0.21702,0.95792,H3Kac,SAHA 05 um
1511,2.4193,0.56375,1.2691,H3 Total,SAHA 05 um
1512,0.71913,0.11949,0.17806,H3Kac,SAHA 05 um
1514,3.7074,0.49643,3.2152,H3 Total,SAHA 05 um
1516,2.2755,0.29042,2.8907,H3 Total,SAHA 05 um
1517,2.1624,0.53833,1.3944,H3 Total,SAHA 05 um
1518,3.202,0.50948,1.4779,H3 Total,SAHA 05 um
1520,1.0456,0.3005,2.3166,H3 Total,SAHA 05 um
1522,3.102,0.63922,2.2927,H3 Total,SAHA 05 um
1523,1.5332,0.53015,2.5851,H3 Total,SAHA 05 um
1524,3.369,0.59366,2.3255,H3 Total,SAHA 05 um
1526,3.3652,0.29834,1.2931,H3 Total,SAHA 05 um
1527,2.5399,0.61031,0.99414,H3Kac,SAHA 05 um
1528,2.7584,0.2706,0.76726,H3Kac,SAHA 05 um
1530,2.0281,0.63069,1.594,H3 Total,SAHA 05 um
1531,1.6904,0.36529,1.2402,H3 Total,SAHA 05 um
1532,1.0982,0.21846,1.0284,H3 Total,SAHA 05 um
1534,2.3099,0.27892,1.4748,H3 Total,SAHA 05 um
1535,3.3662,0.30471,1.1239,H3 Total,SAHA 05 um
1537,2.4299,0.37199,0.79629,H3Kac,SAHA 05 um
1538,2.5932,0.35803,0.99595,H3Kac,SAHA 05 um
1539,3.9125,0.88444,1.8746,H3 Total,SAHA 05 um
1540,0.70759,0.67991,0.9128,H3Kac,SAHA 05 um
1543,3.2578,0.29429,3.1681,H3 Total,SAHA 05 um
1544,1.4107,0.15929,1.029,H3 Total,SAHA 05 um
1546,0.64252,0.48969,0.22409,H3Kac,SAHA 05 um
1548,0.5249,1.3411,0.56606,H3Kac,SAHA 05 um
1551,1.6289,0.20126,1.5532,H3 Total,SAHA 05 um
1552,1.5728,0.23069,0.79909,H3Kac,SAHA 05 um
1553,2.2803,0.20839,1.0494,H3 Total,SAHA 05 um
1555,3.3653,0.26025,2.2137,H3 Total,SAHA 05 um
1556,3.2823,1.6408,1.4038,H3 Total,SAHA 05 um
1557,0.54296,0.72852,1.0324,H3 Total,SAHA 05 um
1558,0.5534,0.80189,0.96064,H3Kac,SAHA 05 um
1563,0.68625,0.18118,0.9683,H3Kac,SAHA 05 um
1567,2.0087,1.1675,2.0613,H3 Total,SAHA 05 um
1569,2.1641,0.20675,1.2392,H3 Total,SAHA 05 um
1570,2.3964,0.13736,0.48335,H3Kac,SAHA 05 um
1571,1.8336,0.24976,0.77838,H3Kac,SAHA 05 um
1572,1.6998,0.3048,1.3855,H3 Total,SAHA 05 um
1574,1.7823,0.18515,1.0857,H3 Total,SAHA 05 um
1577,0.39596,0.34141,2.7198,H3 Total,SAHA 05 um
1578,1.9492,0.56225,2.3495,H3 Total,SAHA 05 um
1579,2.7762,0.50889,0.56203,H3Kac,SAHA 05 um
1580,2.5,0.37757,1.032,H3 Total,SAHA 05 um
1583,1.8607,0.31811,1.2474,H3 Total,SAHA 05 um
1586,1.8366,0.21045,1.41,H3 Total,SAHA 05 um
1588,3.4466,0.49993,1.2831,H3 Total,SAHA 05 um
1590,3.1908,0.29181,2.437,H3 Total,SAHA 05 um
1591,2.2347,0.30161,1.4748,H3 Total,SAHA 05 um
1592,1.4729,0.87679,2.8003,H3 Total,SAHA 05 um
1593,3.1625,0.19263,1.4523,H3 Total,SAHA 05 um
1599,2.7344,0.32843,2.6696,H3 Total,SAHA 05 um
1600,2.2863,0.3477,1.2891,H3 Total,SAHA 05 um
1601,0.069272,1.4862,2.2693,H3 Total,SAHA 05 um
1602,3.3911,0.18484,0.79183,H3Kac,SAHA 05 um
1604,2.3513,0.38334,2.6409,H3 Total,SAHA 05 um
1605,0.91187,0.3312,1.0586,H3 Total,SAHA 05 um
1606,3.4521,1.1495,1.0453,H3 Total,SAHA 05 um
1607,1.0282,0.18979,0.69812,H3Kac,SAHA 05 um
1612,2.1338,0.22169,1.263,H3 Total,SAHA 05 um
1613,1.7381,0.21846,1.0859,H3 Total,SAHA 05 um
1614,2.1279,0.28871,0.82978,H3Kac,SAHA 05 um
1616,1.0429,0.25518,1.0352,H3 Total,SAHA 05 um
1618,1.5931,0.47106,1.2449,H3 Total,SAHA 05 um
1619,2.3217,0.2115,1.5491,H3 Total,SAHA 05 um
1620,2.6857,0.31617,2.4571,H3 Total,SAHA 05 um
1621,0.025393,0.5202,1.5906,H3 Total,SAHA 05 um
1623,1.6189,1.386,2.5572,H3 Total,SAHA 05 um
1624,2.1171,0.20001,1.1603,H3 Total,SAHA 05 um
1626,2.4399,0.44487,1.7221,H3 Total,SAHA 05 um
1628,2.3203,0.31219,0.71609,H3Kac,SAHA 05 um
1630,3.3356,0.634,1.247,H3 Total,SAHA 05 um
1631,2.8224,0.60657,1.2555,H3 Total,SAHA 05 um
1632,2.3887,0.34159,1.6029,H3 Total,SAHA 05 um
1633,3.0545,0.72407,1.2673,H3 Total,SAHA 05 um
1634,0.015187,0.29781,3.8365,H3 Total,SAHA 05 um
1637,1.2952,0.23312,3.0016,H3 Total,SAHA 05 um
1638,2.5175,0.29409,0.88126,H3Kac,SAHA 05 um
1640,1.3508,0.24127,0.98902,H3Kac,SAHA 05 um
1641,3.1719,0.36128,1.7525,H3 Total,SAHA 05 um
1643,1.3519,0.28616,1.4915,H3 Total,SAHA 05 um
1646,3.9133,1.3914,1.7407,H3 Total,SAHA 05 um
1647,2.7877,0.39416,1.4489,H3 Total,SAHA 05 um
1648,1.9678,0.17653,1.0339,H3 Total,SAHA 05 um
1650,2.7177,0.19505,1.1896,H3 Total,SAHA 05 um
1651,3.6198,1.0678,3.2608,H3 Total,SAHA 05 um
1652,2.1905,0.28931,2.3677,H3 Total,SAHA 05 um
1653,2.5324,0.24614,1.346,H3 Total,SAHA 05 um
1654,1.9846,0.65442,2.8192,H3 Total,SAHA 05 um
1655,1.2951,0.24679,1.0632,H3 Total,SAHA 05 um
1656,1.4316,0.33022,1.7542,H3 Total,SAHA 05 um
1657,1.6401,0.73783,1.5135,H3 Total,SAHA 05 um
1659,1.6006,0.3624,1.8239,H3 Total,SAHA 05 um
1660,2.3183,0.24594,1.2388,H3 Total,SAHA 05 um
1661,2.0935,0.39211,1.8032,H3 Total,SAHA 05 um
1662,1.6065,0.36446,1.3833,H3 Total,SAHA 05 um
1663,2.276,0.23274,2.3878,H3 Total,SAHA 05 um
1664,1.1176,0.59696,1.3926,H3 Total,SAHA 05 um
1665,2.5966,0.54221,1.7485,H3 Total,SAHA 05 um
1666,0.7242,0.4266,0.32356,H3Kac,SAHA 05 um
1667,2.8722,0.89043,1.6044,H3 Total,SAHA 05 um
1668,1.4592,1.1393,1.8726,H3 Total,SAHA 05 um
1669,2.1292,0.35034,1.1243,H3 Total,SAHA 05 um
1671,2.8021,0.22955,1.8582,H3 Total,SAHA 05 um
1673,2.2518,1.2884,1.6153,H3 Total,SAHA 05 um
1674,2.5652,0.43396,2.828,H3 Total,SAHA 05 um
1676,2.1387,0.69187,1.3988,H3 Total,SAHA 05 um
1680,2.0348,0.44846,1.9355,H3 Total,SAHA 05 um
1681,3.0216,0.15465,0.84237,H3Kac,SAHA 05 um
1682,2.1638,0.26779,0.97852,H3Kac,SAHA 05 um
1683,2.5408,0.23978,0.93232,H3Kac,SAHA 05 um
1687,1.2545,0.20481,1.3899,H3 Total,SAHA 05 um
1688,2.703,1.5509,1.1017,H3 Total,SAHA 05 um
1691,1.3988,0.12659,1.0295,H3 Total,SAHA 05 um
1694,2.4197,0.46043,2.036,H3 Total,SAHA 05 um
1695,2.5107,0.35515,1.3011,H3 Total,SAHA 05 um
1697,2.0881,0.21516,0.73845,H3Kac,SAHA 05 um
1698,1.3857,1.4127,1.6667,H3 Total,SAHA 05 um
1700,1.3062,0.94233,0.3031,H3Kac,SAHA 05 um
1702,1.5216,1.8108,0.45048,H3Kac,SAHA 05 um
1703,2.4038,0.48632,1.1067,H3 Total,SAHA 05 um
1706,2.5398,0.3219,2.8694,H3 Total,SAHA 05 um
1708,0.22053,1.6292,1.2499,H3 Total,SAHA 05 um
1709,1.6768,0.52101,1.3834,H3 Total,SAHA 05 um
1711,1.5146,0.1583,0.71531,H3Kac,SAHA 05 um
1712,3.2699,0.31656,2.1735,H3 Total,SAHA 05 um
1714,1.5485,0.23412,2.0866,H3 Total,SAHA 05 um
1715,3.3863,0.20151,1.0114,H3 Total,SAHA 05 um
1718,2.919,0.31703,1.7245,H3 Total,SAHA 05 um
1719,2.1905,0.2286,1.0543,H3 Total,SAHA 05 um
1721,1.7254,0.19904,0.95104,H3Kac,SAHA 05 um
1722,2.3444,0.39343,1.053,H3 Total,SAHA 05 um
1724,1.9941,0.32264,1.2791,H3 Total,SAHA 05 um
1725,1.5566,0.24127,1.3177,H3 Total,SAHA 05 um
1727,2.1652,0.21019,0.66221,H3Kac,SAHA 05 um
1728,0.047464,1.507,1.1431,H3 Total,SAHA 05 um
1729,2.1044,0.19368,2.5551,H3 Total,SAHA 05 um
1730,1.8235,0.14071,1.0984,H3 Total,SAHA 05 um
1731,2.6013,0.26856,3.7934,H3 Total,SAHA 05 um
1733,3.5139,0.70297,1.4134,H3 Total,SAHA 05 um
1734,1.6021,0.61353,0.84323,H3Kac,SAHA 05 um
1736,0.86308,0.55265,1.3911,H3 Total,SAHA 05 um
1737,3.0815,0.57621,3.3046,H3 Total,SAHA 05 um
1738,2.6474,0.31262,1.387,H3 Total,SAHA 05 um
1740,2.4251,0.2379,1.3632,H3 Total,SAHA 05 um
1742,2.0582,0.31505,1.2809,H3 Total,SAHA 05 um
1743,1.851,0.46626,2.654,H3 Total,SAHA 05 um
1744,2.8814,0.25811,1.2979,H3 Total,SAHA 05 um
1745,2.5595,1.3305,1.128,H3 Total,SAHA 05 um
1746,2.032,0.90278,1.1381,H3 Total,SAHA 05 um
1748,2.2076,0.42311,1.5848,H3 Total,SAHA 05 um
1749,3.1014,0.51665,0.81401,H3Kac,SAHA 05 um
1751,3.0592,0.42808,1.3977,H3 Total,SAHA 05 um
1754,1.9236,0.66507,1.1089,H3 Total,SAHA 05 um
1755,2.0426,0.41919,2.9196,H3 Total,SAHA 05 um
1756,0.87371,0.20009,0.92452,H3Kac,SAHA 05 um
1759,1.3352,0.6545,0.38073,H3Kac,SAHA 05 um
1761,3.1261,0.28859,1.143,H3 Total,SAHA 05 um
1762,1.7275,0.20379,1.2324,H3 Total,SAHA 05 um
1763,3.029,0.29077,0.87709,H3Kac,SAHA 05 um
1764,2.1285,0.47124,1.6148,H3 Total,SAHA 05 um
1765,3.5924,0.26229,1.511,H3 Total,SAHA 05 um
1766,2.3127,0.51819,0.69897,H3Kac,SAHA 05 um
1767,1.9701,0.19797,1.0974,H3 Total,SAHA 05 um
1768,3.1891,0.28741,1.3815,H3 Total,SAHA 05 um
1769,1.917,0.27071,1.6827,H3 Total,SAHA 05 um
1770,2.0963,0.84179,0.83313,H3Kac,SAHA 05 um
1772,3.0537,0.3116,1.0783,H3 Total,SAHA 05 um
1773,0.6076,0.19427,3.0526,H3 Total,SAHA 05 um
1774,3.1195,1.1674,2.2477,H3 Total,SAHA 05 um
1775,2.5161,0.24969,1.0535,H3 Total,SAHA 05 um
1776,2.0983,0.38406,0.76238,H3Kac,SAHA 05 um
1777,0.031594,1.6322,1.8446,H3 Total,SAHA 05 um
1779,1.9935,0.29061,1.9427,H3 Total,SAHA 05 um
1782,2.697,0.25557,1.8625,H3 Total,SAHA 05 um
1783,1.1067,0.31578,1.0667,H3 Total,SAHA 05 um
1784,2.0357,0.53826,1.8036,H3 Total,SAHA 05 um
1785,3.5078,0.57431,1.0513,H3 Total,SAHA 05 um
1786,0.83455,0.92975,1.6799,H3 Total,SAHA 05 um
1787,1.3235,0.3795,1.8367,H3 Total,SAHA 05 um
1790,1.2244,0.67866,2.0511,H3 Total,SAHA 05 um
1791,3.8008,1.5193,0.62905,H3Kac,SAHA 05 um
1792,1.3634,1.0783,1.7194,H3 Total,SAHA 05 um
1793,0.42553,0.39824,1.6921,H3 Total,SAHA 05 um
1794,1.1683,0.23487,1.0753,H3 Total,SAHA 05 um
1795,2.7997,0.47826,0.89886,H3Kac,SAHA 05 um
1796,0.78186,0.209,1.035,H3 Total,SAHA 05 um
1797,1.4713,0.23613,1.732,H3 Total,SAHA 05 um
1798,2.4391,0.34592,1.9629,H3 Total,SAHA 05 um
1800,0.94937,0.26251,0.92514,H3Kac,SAHA 05 um
1801,2.3365,0.87838,1.8026,H3 Total,SAHA 05 um
1804,3.5053,0.56182,0.81788,H3Kac,SAHA 05 um
1805,2.9384,0.35105,1.4813,H3 Total,SAHA 05 um
1806,1.243,0.26589,1.0236,H3 Total,SAHA 05 um
1807,3.5694,1.6079,1.8814,H3 Total,SAHA 05 um
1808,2.6567,0.25687,1.4183,H3 Total,SAHA 05 um
1811,2.3704,1.792,1.5522,H3 Total,SAHA 05 um
1813,2.7555,0.38437,1.4398,H3 Total,SAHA 05 um
1814,2.7669,0.3959,1.8036,H3 Total,SAHA 05 um
1815,2.5299,0.77701,2.3166,H3 Total,SAHA 05 um
1816,1.5796,0.27388,1.5237,H3 Total,SAHA 05 um
1817,2.3022,0.35803,0.98807,H3Kac,SAHA 05 um
1818,1.1398,0.19266,3.2868,H3 Total,SAHA 05 um
1820,2.8457,0.61684,2.61,H3 Total,SAHA 05 um
1822,3.4428,0.4239,3.1538,H3 Total,SAHA 05 um
1823,3.5044,1.052,1.1325,H3 Total,SAHA 05 um
1824,2.3357,1.2751,2.2055,H3 Total,SAHA 05 um
1825,2.0814,0.33459,2.5079,H3 Total,SAHA 05 um
1826,0.75638,0.9236,0.25975,H3Kac,SAHA 05 um
1827,2.1669,0.20244,0.92944,H3Kac,SAHA 05 um
1828,3.0262,0.32674,1.9421,H3 Total,SAHA 05 um
1829,1.1457,0.45543,0.93129,H3Kac,SAHA 05 um
1831,0.73405,1.419,1.5189,H3 Total,SAHA 05 um
1834,1.8871,0.17841,0.79993,H3Kac,SAHA 05 um
1835,0.05031,1.5368,1.3675,H3 Total,SAHA 05 um
1836,1.9046,0.21699,1.0573,H3 Total,SAHA 05 um
1837,2.4246,0.14616,1.6091,H3 Total,SAHA 05 um
1839,1.3302,0.5857,2.9498,H3 Total,SAHA 05 um
1841,1.9386,0.7245,2.9839,H3 Total,SAHA 05 um
1842,3.2919,0.29433,1.3411,H3 Total,SAHA 05 um
1843,1.6687,0.50501,0.95479,H3Kac,SAHA 05 um
1845,2.1518,0.4824,1.4114,H3 Total,SAHA 05 um
1846,1.6401,0.37981,1.0513,H3 Total,SAHA 05 um
1847,2.3232,0.29554,1.4299,H3 Total,SAHA 05 um
1849,1.8843,0.49437,1.4947,H3 Total,SAHA 05 um
1851,1.8595,0.261,1.689,H3 Total,SAHA 05 um
1853,2.5542,0.31003,3.1587,H3 Total,SAHA 05 um
1855,1.9464,0.33897,1.0047,H3Kac,SAHA 05 um
1856,2.7703,0.48505,1.8367,H3 Total,SAHA 05 um
1857,0.35304,0.62148,1.3996,H3 Total,SAHA 05 um
1858,2.9745,0.42059,1.1789,H3 Total,SAHA 05 um
1863,2.1702,0.26436,1.3309,H3 Total,SAHA 05 um
1864,2.1572,0.2679,1.7204,H3 Total,SAHA 05 um
1865,1.888,0.23477,1.3275,H3 Total,SAHA 05 um
1873,1.6143,0.28015,0.82158,H3Kac,SAHA 05 um
1874,0.024425,1.3415,2.8571,H3 Total,SAHA 05 um
1875,3.5151,0.39575,1.1481,H3 Total,SAHA 05 um
1878,2.6063,0.41278,1.1929,H3 Total,SAHA 05 um
1879,2.9345,0.1544,1.0421,H3 Total,SAHA 05 um
1882,2.2258,0.19435,0.61085,H3Kac,SAHA 05 um
1883,2.9004,1.4878,1.0044,H3Kac,SAHA 05 um
1884,0.61128,0.93747,0.38685,H3Kac,SAHA 05 um
1888,1.2509,0.17594,1.0568,H3 Total,SAHA 05 um
1889,2.9187,0.24907,1.1785,H3 Total,SAHA 05 um
1890,2.7512,1.0703,2.1083,H3 Total,SAHA 05 um
1891,1.6944,0.21406,1.3512,H3 Total,SAHA 05 um
1892,1.4993,0.9967,1.3326,H3 Total,SAHA 05 um
1893,3.9134,0.21961,1.0356,H3 Total,SAHA 05 um
1895,0.96352,0.28386,1.3887,H3 Total,SAHA 05 um
1897,3.1479,0.5644,1.3523,H3 Total,SAHA 05 um
1898,1.4836,0.27539,2.1727,H3 Total,SAHA 05 um
1899,1.9871,0.23816,1.2445,H3 Total,SAHA 05 um
1900,2.8097,0.32781,2.0506,H3 Total,SAHA 05 um
1903,2.0204,0.4648,3.3134,H3 Total,SAHA 05 um
1905,2.06,1.7723,0.49161,H3Kac,SAHA 05 um
1906,1.5061,0.31729,2.1817,H3 Total,SAHA 05 um
1908,2.425,0.59209,1.9956,H3 Total,SAHA 05 um
1910,2.3395,0.37359,1.2606,H3 Total,SAHA 05 um
1912,3.0677,0.61108,2.3564,H3 Total,SAHA 05 um
1914,3.5037,0.26945,1.179,H3 Total,SAHA 05 um
1915,2.1538,1.1864,3.7658,H3 Total,SAHA 05 um
1919,1.7277,0.19456,1.1973,H3 Total,SAHA 05 um
1920,0.019527,0.12513,1.359,H3 Total,SAHA 05 um
1922,1.7786,0.42677,1.5663,H3 Total,SAHA 05 um
1924,0.52438,0.74687,0.4831,H3Kac,SAHA 05 um
1927,0.99338,0.20891,1.1407,H3 Total,SAHA 05 um
1928,2.5865,0.22252,1.0797,H3 Total,SAHA 05 um
1930,1.2331,1.3494,2.5668,H3 Total,SAHA 05 um
1931,3.0801,0.37349,2.3509,H3 Total,SAHA 05 um
1932,2.2024,0.46865,1.2927,H3 Total,SAHA 05 um
1933,3.0762,0.313,3.4028,H3 Total,SAHA 05 um
1937,2.8226,0.30818,2.7722,H3 Total,SAHA 05 um
1939,3.8543,0.28487,1.5264,H3 Total,SAHA 05 um
1941,2.4066,0.27426,1.2488,H3 Total,SAHA 05 um
1942,1.7985,0.42204,0.95479,H3Kac,SAHA 05 um
1943,2.9944,0.29817,1.346,H3 Total,SAHA 05 um
1944,1.1655,0.2423,1.213,H3 Total,SAHA 05 um
1946,3.154,0.61615,3.4134,H3 Total,SAHA 05 um
1947,2.9807,1.1924,2.0601,H3 Total,SAHA 05 um
1948,1.6878,0.2675,2.2682,H3 Total,SAHA 05 um
1949,2.8141,0.24237,1.4602,H3 Total,SAHA 05 um
1950,3.9124,1.9295,2.1075,H3 Total,SAHA 05 um
1952,2.8051,0.47508,2.7844,H3 Total,SAHA 05 um
1953,2.7724,0.84121,1.1782,H3 Total,SAHA 05 um
1954,1.6065,0.27127,0.83265,H3Kac,SAHA 05 um
1955,2.1184,0.71264,1.6784,H3 Total,SAHA 05 um
1956,1.6932,0.25985,1.1206,H3 Total,SAHA 05 um
1957,2.4915,0.91453,3.1339,H3 Total,SAHA 05 um
1961,0.85073,0.25921,1.7932,H3 Total,SAHA 05 um
1962,2.3722,0.41294,1.6068,H3 Total,SAHA 05 um
1963,2.9715,0.3992,1.3018,H3 Total,SAHA 05 um
1964,3.6557,1.475,1.9324,H3 Total,SAHA 05 um
1965,1.8851,0.43632,1.1203,H3 Total,SAHA 05 um
1968,3.0198,0.258,2.4311,H3 Total,SAHA 05 um
1969,2.4018,0.34798,2.2015,H3 Total,SAHA 05 um
1973,2.847,0.58526,2.1226,H3 Total,SAHA 05 um
1974,3.027,0.85099,0.41808,H3Kac,SAHA 05 um
1977,2.3433,0.17742,1.8259,H3 Total,SAHA 05 um
1979,1.7078,0.32896,2.1727,H3 Total,SAHA 05 um
1980,1.0389,0.84237,0.48957,H3Kac,SAHA 05 um
1982,0.013635,0.093719,1.5262,H3 Total,SAHA 05 um
1983,1.0486,0.28069,1.4364,H3 Total,SAHA 05 um
1986,1.0404,0.34196,2.0757,H3 Total,SAHA 05 um
1988,0.04736,1.4934,1.3895,H3 Total,SAHA 05 um
1989,0.63886,1.2103,0.63866,H3Kac,SAHA 05 um
1992,0.69175,0.26018,1.7233,H3 Total,SAHA 05 um
1993,0.98433,1.0008,0.96609,H3Kac,SAHA 05 um
1994,1.6577,0.20969,1.8367,H3 Total,SAHA 05 um
1995,2.8968,0.34159,1.6214,H3 Total,SAHA 05 um
1996,0.63556,0.18222,0.73915,H3Kac,SAHA 05 um
1997,2.2667,0.90208,1.1592,H3 Total,SAHA 05 um
1999,1.1001,0.18106,0.76672,H3Kac,SAHA 05 um
2001,1.7148,0.4291,0.94077,H3Kac,SAHA 05 um
2002,2.5516,0.26237,0.86192,H3Kac,SAHA 05 um
